,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
BG0 0 X Store,41.623,124.801,27.352,39.948,18.265,31.305,42.613,29.371,70.553,42.993,41.205,43.339,40.449,79.225,53.465,41.696,19.525,50.593,27.883,62.843,65.917,77.726,18.265,85.775,34.162,32.285,66.346,68.512,74.051,91.328,57.412,41.19,32.898,49.224,47.133,36.01,69.623,36.011,76.444,66.641,68.297,43.327,80.146,25.774,27.259,85.508,86.99,31.694,83.993,89.073,89.489,43.339,75.91,44.107,26.529,27.96,26.831,40.379,30.207,26.071,24.761,109.486,38.083,22.644,73.036,15.198,148.266,166.806,40.938,81.935,77.144,77.176,46.596,96.701,23.637,47.987,53.732,61.443,52.501,67.049,76.189,48.172,117.586,58.253,21.11,58.218,97.924,65.92,104.953,49.249
CH0 0 X Store,18.887,39.672,27.884,18.276,41.054,65.981,54.855,70.871,54.476,54.77,18.27,43.339,40.327,60.424,59.589,40.354,34.375,21.021,40.447,55.32,48.374,36.525,17.186,25.737,62.237,46.207,50.965,61.784,46.014,61.611,21.607,33.551,36.871,55.84,30.427,36.863,52.382,38.118,62.022,58.834,15.953,40.327,15.268,39.543,53.313,21.771,46.659,36.354,65.162,37.417,45.237,43.339,42.436,44.167,44.683,34.215,26.988,40.353,41.393,28.585,39.788,51.615,24.813,28.149,15.202,40.274,26.694,45.678,25.704,49.968,74.522,47.49,47.124,63.966,50.171,41.699,37.353,59.569,25.53,22.326,61.916,48.992,74.523,28.794,17.439,48.422,66.276,47.615,54.244,33.815
CZ0 0 X Store,18.931,41.14,18.986,18.275,52.602,61.017,64.845,62.541,57.346,61.526,18.275,40.363,40.188,67.092,57.964,40.188,44.117,35.57,36.604,37.113,47.148,49.012,33.607,23.151,61.032,55.533,37.988,34.946,45.955,47.627,46.713,46.008,42.591,39.066,42.472,35.952,47.557,40.104,70.199,40.232,29.859,40.37,21.068,59.661,36.054,20.871,41.067,38.975,51.772,45.75,47.751,40.364,37.848,49.748,34.443,41.757,29.199,40.201,45.211,19.016,43.791,51.014,56.071,50.524,20.48,38.267,28.441,50.75,18.965,45.025,61.518,39.613,36.27,50.398,59.111,45.89,41.537,59.17,45.668,39.466,35.867,35.083,43.789,25.181,35.556,45.963,42.764,45.723,46.308,47.021
DE0 0 X Store,19.136,39.251,30.178,18.32,53.508,62.964,67.86,67.577,65.279,67.86,18.268,43.05,40.329,60.959,56.44,40.283,47.046,15.254,71.067,33.325,15.977,34.352,28.929,12.407,37.375,57.64,19.232,29.559,14.652,30.917,29.299,40.225,42.181,48.893,26.496,27.518,15.267,41.311,63.528,47.66,15.281,41.625,15.291,60.011,59.93,11.631,15.443,38.556,32.518,21.753,12.344,42.677,20.218,47.268,35.287,41.292,25.953,40.327,32.16,34.136,31.233,53.548,40.613,48.1,15.258,43.881,11.75,41.178,25.193,15.257,35.911,19.354,19.475,31.595,43.243,25.511,33.559,58.139,35.358,27.824,32.322,34.401,53.172,16.0,20.699,24.177,48.152,15.94,18.148,34.021
DK0 0 X Store,21.959,31.915,27.983,18.805,75.212,63.502,38.854,76.666,32.175,44.806,18.265,40.062,32.987,54.547,53.902,30.193,61.145,18.037,52.033,38.437,21.344,53.972,45.049,16.109,54.663,53.644,64.932,38.076,14.62,63.41,64.506,64.239,42.136,41.846,36.605,29.395,23.472,35.094,63.523,37.396,15.253,32.926,15.264,67.624,44.255,13.907,16.371,24.548,64.721,34.186,12.681,41.142,48.915,53.372,36.221,46.581,19.017,31.767,32.509,30.579,74.723,33.659,70.388,77.899,15.253,42.671,10.051,29.955,27.177,19.141,70.412,60.192,56.223,70.858,57.534,25.022,50.977,52.394,62.79,63.367,38.239,37.626,42.828,21.503,22.226,28.167,40.685,17.351,16.68,64.643
DK3 0 X Store,18.947,24.402,20.438,18.31,78.758,53.435,33.379,53.015,31.335,37.158,18.265,87.44,102.962,63.653,54.078,163.262,84.364,39.216,40.036,12.939,18.003,16.705,56.281,3.04,76.43,41.184,26.739,6.458,16.007,63.434,13.527,24.802,73.074,28.972,32.128,32.198,34.038,74.382,60.152,24.636,37.483,105.004,30.504,44.437,35.425,3.03,27.221,74.129,61.974,10.144,14.232,93.339,20.245,31.661,26.957,52.702,93.7,136.032,29.455,20.773,45.81,26.91,28.754,54.295,30.237,36.353,3.025,28.856,19.638,31.961,77.688,18.366,27.381,62.124,76.429,26.581,16.46,55.916,13.89,12.783,8.774,21.357,23.694,13.136,53.94,24.074,24.479,15.599,30.279,16.826
EE6 0 X Store,19.345,19.416,28.377,18.3,65.839,61.478,28.152,65.084,26.171,30.697,18.27,29.891,15.199,50.521,54.265,15.201,71.379,19.968,72.741,19.724,50.383,27.788,49.009,40.125,37.623,53.496,33.366,14.197,44.903,27.698,12.495,35.433,76.332,64.583,47.568,42.555,32.917,76.17,47.039,78.113,17.665,22.738,16.671,57.616,64.116,32.262,32.649,71.026,27.686,20.277,41.464,26.763,23.69,44.49,27.847,46.904,87.834,15.207,43.325,33.592,55.567,21.206,39.537,69.024,19.957,38.406,37.183,21.206,25.24,32.866,28.174,22.604,40.319,27.693,43.028,34.098,28.687,48.738,24.801,9.42,15.294,27.731,106.027,39.793,24.591,46.616,92.135,48.443,32.58,32.256
ES0 0 X Store,59.086,67.509,33.202,105.287,34.335,37.071,56.617,37.081,56.617,55.664,140.839,31.485,34.366,85.837,37.07,37.072,34.402,15.74,39.154,62.452,56.517,82.732,31.563,73.358,63.004,35.547,40.419,65.066,86.77,66.817,89.956,24.659,41.695,54.047,29.388,42.871,39.824,66.679,86.44,84.797,15.216,32.176,15.218,33.918,37.102,73.898,47.806,75.375,66.848,106.241,95.111,31.942,46.964,43.153,42.43,38.983,99.015,35.773,44.803,32.888,40.159,66.21,29.492,37.07,15.198,44.514,115.989,84.576,35.799,46.305,66.894,43.305,40.195,71.802,60.961,26.166,64.115,55.863,65.528,110.205,56.126,45.923,144.812,59.863,23.999,38.644,119.306,85.771,59.369,46.973
ES2 0 X Store,51.071,62.718,40.943,101.528,35.306,39.1,56.658,38.77,57.647,53.723,140.282,40.159,40.161,74.033,37.07,40.39,39.514,20.708,50.468,60.359,50.242,71.461,64.391,73.13,73.849,32.999,40.162,48.559,82.514,79.683,80.747,43.628,41.708,59.863,48.29,47.229,55.033,51.042,82.17,78.112,15.277,40.159,15.223,31.006,54.06,72.809,53.415,66.391,74.539,96.736,91.985,40.159,44.029,41.967,49.262,46.45,98.115,40.13,54.071,41.694,40.16,58.631,40.158,42.888,15.221,55.958,100.648,74.992,40.176,53.072,73.681,41.43,40.161,87.932,74.313,51.965,62.837,47.452,55.034,98.136,46.07,47.648,129.941,58.106,40.241,46.541,98.112,71.438,63.572,50.185
FI3 0 X Store,19.056,19.417,19.224,18.294,14.004,37.672,18.663,38.164,18.706,18.905,18.279,15.639,15.024,39.713,40.494,16.601,12.127,9.118,72.668,6.139,12.208,3.199,17.769,15.632,37.184,3.194,29.653,6.038,12.58,31.56,13.91,28.272,12.133,56.567,60.315,15.374,28.416,12.136,38.342,46.253,6.168,15.071,6.819,7.956,60.711,17.792,28.397,12.148,31.609,3.191,12.717,15.229,19.173,3.13,9.216,15.275,12.134,15.589,32.379,25.054,50.322,18.57,32.272,54.535,6.04,15.773,22.587,22.179,19.097,28.683,33.522,17.569,45.331,31.558,44.068,41.375,3.129,39.456,22.097,9.925,6.038,6.449,63.26,15.286,13.257,18.908,54.467,11.887,28.983,24.725
FR0 0 X Store,19.08,37.97,32.692,18.28,51.671,75.276,64.971,73.65,63.194,60.73,18.281,43.34,40.347,56.81,64.147,40.465,47.583,16.472,92.203,48.205,46.1,36.893,31.374,17.662,19.529,54.722,21.764,44.466,45.14,15.287,22.891,29.714,39.37,69.958,45.379,20.254,33.755,40.564,56.896,65.488,15.775,40.423,15.521,59.41,76.299,15.046,31.05,38.417,14.944,33.311,43.707,43.344,21.478,46.832,46.374,24.555,26.27,40.355,55.366,30.717,35.42,52.821,40.012,63.374,15.452,54.524,13.747,38.842,28.959,30.736,16.902,20.755,30.23,15.305,32.349,37.229,40.774,60.388,23.591,22.995,42.486,48.223,81.351,17.475,18.19,47.032,72.068,45.509,38.896,28.564
GB4 0 X Store,31.586,26.322,36.746,29.698,65.384,67.36,67.636,75.847,64.286,70.706,31.012,43.702,40.329,40.447,56.564,40.16,62.821,18.852,74.376,38.977,28.653,32.309,34.665,37.254,24.739,45.915,56.713,26.991,28.503,13.129,26.526,44.85,60.323,61.724,43.606,42.474,29.914,61.921,37.622,58.099,17.483,40.664,11.738,58.87,77.133,31.313,9.058,37.978,17.801,23.504,9.479,40.665,55.497,41.954,44.673,62.349,19.836,40.16,46.032,38.23,58.445,53.69,48.761,73.1,15.383,41.818,20.662,27.275,33.653,12.943,20.722,55.442,58.064,12.227,38.606,31.013,33.543,47.013,36.936,15.687,33.749,42.311,58.087,40.388,26.579,45.764,58.104,28.498,3.031,40.066
GB5 0 X Store,18.888,46.044,27.201,18.805,64.104,56.808,73.891,60.423,67.928,74.841,18.267,42.693,40.327,45.066,52.638,40.326,52.819,32.979,76.525,45.447,43.885,11.326,47.926,14.703,24.681,37.999,7.691,44.128,33.255,4.428,10.35,24.277,48.518,73.336,55.872,31.056,26.641,43.512,43.331,64.533,18.135,40.327,15.444,41.964,75.926,4.459,18.558,36.598,13.807,6.468,31.63,40.327,7.937,33.475,52.871,38.822,21.227,40.327,60.887,28.028,22.819,61.457,30.316,33.305,15.444,62.573,3.577,38.487,24.131,22.269,18.257,7.798,14.159,6.114,28.031,38.683,25.606,48.601,14.203,7.509,43.92,49.423,61.628,22.714,40.915,50.091,60.663,43.885,15.631,18.538
GR0 0 X Store,77.166,107.968,44.374,110.674,54.759,37.07,28.952,37.251,31.389,30.8,146.046,43.339,40.331,64.265,46.783,40.673,44.867,30.349,37.85,40.512,65.797,52.959,18.265,62.648,38.203,28.885,67.085,40.0,67.965,95.203,52.995,31.134,38.97,62.399,62.374,24.676,67.179,39.045,74.077,69.761,40.232,43.339,40.19,30.114,42.524,81.531,74.329,32.746,89.656,62.149,85.614,43.339,67.589,32.551,38.693,23.558,24.076,40.329,48.362,41.954,25.317,70.949,25.025,24.765,38.227,37.151,147.73,157.574,67.831,70.605,87.459,72.528,52.687,99.298,30.725,59.282,41.226,51.25,46.145,61.39,43.224,42.281,119.269,34.953,21.777,54.699,95.774,65.596,93.601,41.889
HR0 0 X Store,19.352,119.48,19.206,18.287,26.845,43.445,58.929,41.324,76.687,46.047,18.287,43.32,40.745,79.909,67.82,44.124,33.381,75.593,46.38,99.572,57.32,139.469,29.436,115.615,54.401,67.452,80.554,112.206,80.369,98.088,80.719,49.589,35.62,82.246,50.38,79.701,70.063,37.448,77.108,104.152,100.908,43.319,109.252,60.83,73.689,97.675,83.623,31.585,93.05,141.423,87.582,43.326,83.975,89.005,45.118,61.429,27.532,40.424,56.995,20.476,50.537,112.281,33.28,36.386,105.324,33.539,169.838,160.25,19.798,89.036,102.332,88.878,69.217,101.153,27.947,56.985,81.405,65.898,66.157,99.13,125.737,73.262,139.368,87.381,39.972,54.274,124.016,67.374,100.539,55.891
HU0 0 X Store,18.905,96.657,18.92,18.277,29.561,59.171,75.825,50.746,82.634,49.713,18.268,43.327,40.388,80.561,73.531,41.534,37.522,49.089,51.532,69.778,55.82,117.257,28.912,70.828,67.967,92.2,80.287,74.381,62.204,84.507,75.458,50.539,35.945,79.798,53.13,63.745,65.682,37.327,76.744,82.67,54.357,43.31,56.73,73.543,71.745,60.14,69.503,33.533,81.043,113.598,62.109,43.355,75.832,92.008,50.148,51.381,29.392,40.397,57.373,19.088,66.382,102.154,36.74,47.355,53.802,40.206,93.732,119.471,18.918,74.576,94.864,82.217,74.415,90.516,51.2,56.543,72.99,71.248,61.755,84.614,79.629,61.852,98.234,63.225,39.475,54.736,91.352,57.254,82.45,55.234
IE4 0 X Store,32.315,25.346,35.257,31.342,68.641,61.568,69.819,72.566,56.615,63.178,30.492,43.59,40.271,45.238,53.31,40.18,78.627,18.133,72.197,38.687,28.99,23.87,24.368,35.705,31.528,43.888,63.082,24.653,28.503,21.577,32.296,38.983,64.022,64.396,43.262,33.625,45.131,57.931,37.916,66.526,14.319,40.327,13.868,50.852,67.528,33.128,21.753,44.208,26.374,21.728,9.377,43.702,61.679,31.245,44.427,32.777,21.462,40.159,41.904,38.561,62.882,37.367,45.064,63.146,13.919,46.762,20.804,28.344,35.026,38.212,33.949,61.556,62.595,18.567,42.095,38.538,30.889,56.14,37.132,26.726,39.025,45.16,57.635,37.821,22.501,33.854,58.776,27.1,16.454,38.436
IT0 0 X Store,18.951,47.947,20.95,18.286,30.553,35.979,39.312,33.266,42.298,41.151,18.272,40.327,40.597,53.793,43.777,40.659,35.294,39.451,26.941,53.708,62.221,122.577,28.948,73.964,64.749,23.606,46.669,89.969,68.843,70.703,75.005,59.145,35.296,39.365,59.576,24.819,69.763,37.518,60.677,64.367,47.848,40.343,37.882,25.591,28.737,84.836,68.481,36.431,70.874,142.93,86.063,40.327,52.579,42.052,32.073,27.63,28.583,40.711,35.336,19.718,18.884,48.365,51.239,19.76,38.115,33.823,155.962,56.992,23.099,69.41,71.223,53.147,38.523,72.055,50.137,56.433,63.672,49.349,69.635,84.613,73.124,38.596,133.033,49.96,26.294,35.804,103.664,68.181,75.788,69.337
IT1 0 X Store,18.886,37.392,19.883,18.287,25.629,34.627,32.557,37.144,35.784,35.615,18.26,40.327,40.161,47.159,38.739,40.308,30.382,35.406,44.486,52.143,58.905,105.454,34.827,69.54,46.108,29.63,42.356,73.197,68.646,62.621,56.369,43.339,33.212,43.208,54.045,32.159,66.635,33.034,57.037,56.092,42.133,40.327,36.9,33.262,43.341,82.086,65.103,34.363,61.41,133.364,84.507,40.327,41.679,37.899,41.664,27.723,29.571,40.251,37.645,22.194,22.325,33.302,43.336,34.136,36.666,48.333,151.036,47.103,22.715,66.659,59.081,43.684,39.091,65.983,44.8,53.023,54.41,43.72,49.518,61.758,60.666,38.439,114.177,51.114,31.022,40.553,79.776,68.139,68.145,50.183
LT6 0 X Store,19.311,19.803,22.175,18.297,95.972,66.009,28.164,73.229,26.01,30.701,18.27,34.522,15.237,52.228,54.278,15.204,94.177,4.732,80.127,19.304,51.078,21.055,45.489,43.241,45.449,59.259,35.431,16.249,42.6,27.671,11.716,43.938,94.877,76.46,40.622,47.234,32.887,88.971,47.846,93.318,3.31,23.121,3.406,60.184,70.426,34.313,28.928,79.543,27.693,17.806,40.493,30.453,20.342,41.79,30.182,63.877,91.181,15.216,56.545,35.368,62.167,21.466,49.162,68.84,3.118,49.32,44.358,21.465,19.639,32.324,27.803,17.617,50.229,27.643,49.935,33.644,19.95,50.148,19.291,9.494,14.836,23.61,113.637,45.106,9.461,45.632,100.291,46.943,28.974,36.135
LU0 0 X Store,19.276,40.884,28.023,18.805,47.57,61.964,65.216,56.082,58.314,64.421,18.265,40.327,40.326,52.403,53.494,40.251,41.485,15.771,42.743,35.241,44.34,53.398,27.334,24.378,44.677,50.683,20.78,33.563,44.452,35.41,36.967,35.469,37.371,36.186,36.941,47.474,32.524,38.714,57.333,33.399,15.289,40.327,15.279,56.895,40.677,18.047,21.029,36.76,35.557,43.112,43.394,40.327,24.569,52.321,38.493,48.307,27.492,40.188,37.549,29.917,38.466,45.688,39.738,52.047,15.274,44.653,20.074,40.557,25.609,18.886,42.787,22.055,25.191,34.82,63.45,35.953,48.575,53.802,39.111,35.805,35.401,36.071,44.684,38.839,21.549,44.712,35.335,44.42,25.053,35.338
LV6 0 X Store,19.327,19.763,22.473,18.296,96.583,63.535,28.164,72.189,26.038,30.706,18.27,34.466,15.216,51.689,53.517,15.204,93.803,4.797,80.58,19.959,50.092,23.77,31.338,43.696,36.663,52.678,35.274,15.81,43.141,27.619,12.83,44.068,94.838,76.241,39.439,46.928,32.775,91.227,47.611,92.981,4.918,24.246,4.711,60.107,69.679,34.873,29.16,79.805,27.68,18.765,40.845,30.273,20.059,42.531,30.455,57.422,91.04,15.213,44.327,35.412,55.986,21.477,45.375,68.781,4.868,48.616,44.373,21.381,19.801,32.467,27.69,18.849,43.297,27.636,37.621,33.046,24.465,49.212,23.802,9.493,14.864,25.261,114.007,45.133,9.498,42.72,99.858,46.35,29.154,40.982
ME0 0 X Store,28.507,121.749,24.372,18.587,20.929,28.948,40.607,21.401,65.297,37.136,18.983,43.339,40.409,79.418,52.581,42.215,25.276,77.458,30.705,89.309,57.525,121.096,25.968,95.428,42.114,34.449,70.343,104.785,73.033,98.697,85.675,40.327,34.012,66.527,53.994,38.219,69.852,35.74,77.885,92.063,104.0,43.332,112.038,23.859,45.759,94.405,81.984,32.111,88.974,124.746,86.197,43.339,79.529,58.826,35.934,19.406,28.523,40.352,30.732,18.886,30.035,102.944,33.772,25.498,109.345,27.42,165.526,164.98,26.969,74.724,92.088,79.878,56.743,101.503,21.692,68.763,68.473,62.746,68.207,102.892,114.274,63.714,132.45,61.576,39.431,52.204,115.336,59.183,97.754,54.814
MK0 0 X Store,18.876,124.155,18.809,18.272,18.541,33.231,50.619,28.235,68.71,40.353,18.275,43.339,40.421,77.942,50.851,41.893,23.215,38.049,21.832,60.959,62.323,68.931,18.265,82.323,40.57,32.768,76.941,68.674,70.336,89.059,53.193,32.029,32.735,48.407,53.383,31.553,69.829,37.138,77.472,67.201,48.898,43.322,57.803,28.302,25.663,84.01,81.074,32.577,85.722,80.21,84.42,43.336,77.013,42.823,24.087,25.082,29.08,40.368,27.946,18.884,30.902,106.625,26.737,34.135,50.665,12.75,143.776,167.474,19.108,75.918,86.903,82.521,58.161,92.301,23.94,56.17,49.409,60.543,43.374,57.682,75.411,45.924,114.351,55.227,18.271,38.742,95.75,62.852,101.478,43.43
NL0 0 X Store,19.137,40.831,28.733,18.33,56.788,58.111,67.859,65.944,67.319,71.162,18.266,40.327,40.327,53.64,49.793,40.348,46.385,15.77,74.715,41.6,37.643,32.674,30.026,9.191,34.067,43.639,18.885,42.346,23.248,28.466,28.174,37.402,40.391,58.947,35.317,24.376,21.258,40.96,57.838,55.543,15.283,40.327,15.356,51.847,70.71,5.693,15.189,35.34,31.475,21.066,22.653,40.327,18.851,40.498,41.602,26.224,24.599,40.32,45.184,31.519,30.235,55.157,41.133,37.419,15.253,44.537,4.802,41.792,25.163,15.704,31.475,18.872,25.356,28.681,33.575,27.299,37.329,47.064,35.34,29.046,41.76,41.602,55.117,13.695,22.206,41.879,54.658,30.781,15.252,32.717
NO3 0 X Store,103.148,131.851,117.538,127.408,136.722,128.284,120.411,154.247,129.15,166.686,148.843,170.197,124.803,128.722,134.622,165.976,116.509,142.303,162.604,122.432,126.668,164.111,137.881,125.154,120.767,168.966,125.32,113.014,103.442,107.998,112.276,133.031,115.421,117.647,108.342,140.707,146.851,131.715,113.536,119.699,158.914,157.96,139.065,138.179,117.835,97.623,117.491,116.009,111.396,151.734,94.714,180.397,102.454,142.371,127.476,144.203,131.154,163.004,127.462,124.907,134.894,162.764,119.995,120.615,141.416,137.678,167.404,169.141,127.17,158.913,141.574,119.739,117.891,110.416,159.651,125.078,95.473,125.846,105.213,117.388,139.564,120.76,140.786,114.265,135.372,100.586,129.171,112.577,121.986,125.689
PL0 0 X Store,19.126,30.02,31.463,18.302,45.845,71.661,42.564,72.565,37.082,47.555,18.269,38.964,37.182,66.661,66.917,40.208,44.605,26.978,61.84,28.284,6.439,25.62,50.846,6.928,35.371,40.366,19.03,26.037,6.039,31.423,30.309,53.929,38.486,54.509,41.741,22.207,19.287,33.697,69.17,44.538,19.94,39.599,15.52,48.071,58.724,4.608,15.994,35.07,31.217,21.503,6.085,37.957,16.349,23.855,37.269,36.508,24.383,40.115,16.235,34.709,47.649,34.682,57.918,65.174,16.91,47.153,4.449,32.991,23.976,18.99,35.219,16.309,33.458,31.414,51.006,32.437,21.864,65.856,39.978,20.557,25.675,31.932,35.7,11.318,34.489,9.267,35.512,6.041,18.402,48.933
PT0 0 X Store,60.506,67.245,37.429,107.266,35.205,37.071,56.614,37.745,56.616,56.45,141.332,31.939,34.422,87.627,37.07,37.159,34.933,15.274,54.073,62.726,56.578,83.821,47.461,72.291,62.961,36.139,40.97,66.37,86.84,66.922,89.648,22.837,41.695,71.863,29.587,60.329,39.774,69.238,89.627,88.842,15.212,32.176,15.228,33.394,53.0,73.046,48.191,76.181,66.845,107.584,95.975,32.939,47.696,40.971,53.263,56.074,100.032,35.744,47.296,44.516,40.159,66.214,26.473,37.07,15.198,55.922,118.25,86.288,36.947,46.724,66.889,43.992,40.19,74.01,67.029,26.126,64.197,57.516,64.165,109.552,57.284,55.416,145.869,69.658,31.2,39.564,117.865,85.828,59.977,44.628
RO0 0 X Store,38.408,123.536,23.966,34.47,18.273,29.489,38.421,29.633,61.341,39.711,35.149,43.339,40.444,76.67,50.616,41.193,19.537,65.594,44.962,69.211,57.136,89.45,32.75,96.857,52.064,49.248,70.171,70.416,77.826,94.282,65.013,48.038,33.396,57.872,55.851,54.484,73.823,36.499,74.804,73.634,82.188,43.327,89.394,38.549,53.994,86.917,87.5,31.175,88.18,94.442,86.846,43.338,75.976,54.698,43.676,46.16,26.168,40.387,56.072,24.295,45.185,102.711,41.532,34.461,83.201,25.881,149.336,165.865,40.385,90.997,93.515,78.323,55.804,98.731,38.923,56.432,58.189,60.726,55.937,77.112,80.856,59.633,113.342,69.692,42.658,56.246,98.787,65.048,103.058,53.425
RS0 0 X Store,28.049,123.638,27.576,19.566,21.917,39.326,58.716,35.634,79.316,43.606,20.612,43.331,40.503,82.081,63.08,42.373,28.369,65.158,32.948,76.595,57.557,82.073,23.51,90.138,56.01,37.955,80.727,81.749,77.837,97.014,72.561,45.04,34.658,69.455,52.896,44.9,74.713,38.031,78.075,90.682,83.007,43.337,90.63,30.245,50.826,80.822,93.165,32.517,93.119,86.912,88.838,43.331,81.539,50.913,38.534,31.648,28.43,40.375,44.077,25.326,43.089,116.384,33.476,34.195,85.125,26.859,134.237,165.204,28.291,100.078,101.034,87.386,65.607,99.941,35.255,67.612,53.052,65.35,58.174,85.085,92.047,61.532,125.019,64.952,37.701,53.712,110.461,65.15,107.365,54.099
SE3 0 X Store,19.046,39.997,19.164,18.325,106.13,94.293,48.915,124.949,45.6,78.68,18.277,147.814,124.751,89.251,91.695,166.979,97.46,139.302,99.599,46.558,12.098,11.347,142.237,93.113,117.597,33.958,82.776,35.969,12.14,101.029,9.549,15.634,97.295,70.255,45.168,120.559,51.013,107.799,80.248,66.344,157.451,160.031,140.401,34.517,76.245,74.614,39.24,91.071,107.571,7.884,12.376,179.295,80.962,23.418,63.186,136.831,109.701,165.165,25.253,19.199,78.423,46.65,25.133,95.128,144.743,79.251,117.719,46.373,19.092,53.148,138.932,82.645,76.245,100.612,154.589,47.994,11.683,82.198,9.782,9.439,39.741,50.58,78.884,93.065,131.027,14.884,69.787,11.717,42.316,10.689
SI0 0 X Store,19.03,121.116,18.806,18.265,19.873,27.928,28.298,23.612,48.642,29.876,18.237,43.339,40.489,75.93,41.902,47.716,22.111,65.476,27.406,63.778,50.736,93.588,26.676,52.552,39.62,29.539,59.403,105.76,65.075,95.582,69.16,49.457,25.102,39.601,56.297,21.922,69.214,35.353,76.745,62.194,88.734,43.326,106.888,30.615,29.583,79.751,76.382,30.954,85.947,113.12,84.247,43.339,70.236,45.021,20.838,22.006,27.353,40.378,40.483,18.884,24.897,85.579,35.232,29.28,98.137,17.258,161.837,166.928,21.362,78.547,86.845,69.785,41.198,99.769,23.211,56.843,55.728,59.19,58.051,85.89,102.653,35.945,126.525,24.657,31.145,47.358,99.532,53.264,98.39,54.826
SK0 0 X Store,18.912,42.026,18.965,18.262,36.439,70.112,64.412,69.477,54.066,57.385,18.256,40.159,40.189,75.762,67.642,40.305,42.128,32.099,42.346,44.596,50.394,50.41,28.657,41.745,50.994,42.499,72.062,48.187,49.086,58.776,42.75,40.22,42.733,52.339,40.411,48.044,54.424,37.775,76.689,55.305,37.602,40.345,32.129,40.308,50.74,37.793,56.033,34.334,57.583,50.423,51.1,40.324,63.096,44.187,32.171,35.65,29.825,40.176,41.565,19.064,55.726,50.469,41.151,39.065,29.798,29.089,55.775,52.136,18.99,56.815,55.871,66.056,61.473,64.959,42.253,44.852,37.83,67.272,40.482,44.784,47.974,37.971,63.056,39.731,36.066,46.638,59.464,45.854,64.923,42.996
